id,mbti,input_path,face_path,conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2
5517,ESTP,ESTP/1733_3058843ebc.jpg,train/ESTP/1733_3058843ebc_face.jpg,0.8877292275428772,61,21,129,114
5518,ESTP,ESTP/1733_a091697689.jpg,train/ESTP/1733_a091697689_face.jpg,0.8757827281951904,211,88,520,538
5519,ESTP,ESTP/1733_d24c106bf2.jpg,train/ESTP/1733_d24c106bf2_face.jpg,0.8702641725540161,104,67,325,395
5520,ESTP,ESTP/1745_4e2d42dad7.jpg,train/ESTP/1745_4e2d42dad7_face.jpg,0.8947752118110657,62,59,111,129
5521,ESTP,ESTP/1745_aacefedab3.jpg,train/ESTP/1745_aacefedab3_face.jpg,0.9024016261100769,138,133,247,287
5522,ESTP,ESTP/1745_eb26bf1a5e.jpg,train/ESTP/1745_eb26bf1a5e_face.jpg,0.8983035087585449,125,70,246,242
5523,ESTP,ESTP/1745_fd259c16f3.jpg,train/ESTP/1745_fd259c16f3_face.jpg,0.9004923701286316,275,39,460,289
5524,ESTP,ESTP/181210_25c18e5872.jpg,val/ESTP/181210_25c18e5872_face.jpg,0.9158092737197876,91,48,274,318
5525,ESTP,ESTP/181210_4757c150b5.jpg,val/ESTP/181210_4757c150b5_face.jpg,0.9154878854751587,53,68,205,271
5526,ESTP,ESTP/181210_82539f96f1.jpg,val/ESTP/181210_82539f96f1_face.jpg,0.9173138737678528,47,86,240,345
5527,ESTP,ESTP/181210_9d5049f4cf.jpg,val/ESTP/181210_9d5049f4cf_face.jpg,0.9156891107559204,38,49,147,195
5528,ESTP,ESTP/183449_106ee8fd80.jpg,train/ESTP/183449_106ee8fd80_face.jpg,0.9129103422164917,120,86,373,436
5529,ESTP,ESTP/183449_5ddfecd2ff.jpg,train/ESTP/183449_5ddfecd2ff_face.jpg,0.9074774384498596,517,335,1483,1615
5530,ESTP,ESTP/183449_b9307cf99a.jpg,train/ESTP/183449_b9307cf99a_face.jpg,0.913834810256958,73,35,169,163
5531,ESTP,ESTP/183449_e6b13e4fbf.jpg,train/ESTP/183449_e6b13e4fbf_face.jpg,0.9143999218940735,44,34,136,159
5532,ESTP,ESTP/18595_3ee5bac4cc.jpg,train/ESTP/18595_3ee5bac4cc_face.jpg,0.890110969543457,70,24,122,94
5533,ESTP,ESTP/18595_6fcc4ee791.jpg,train/ESTP/18595_6fcc4ee791_face.jpg,0.8949118852615356,316,183,805,818
5534,ESTP,ESTP/18595_90ba1ca9c6.jpg,train/ESTP/18595_90ba1ca9c6_face.jpg,0.8992025852203369,233,82,408,314
5535,ESTP,ESTP/18595_dfd57dc0d6.jpg,train/ESTP/18595_dfd57dc0d6_face.jpg,0.9003470540046692,241,33,420,289
5536,ESTP,ESTP/1861_5000a6352f.jpg,train/ESTP/1861_5000a6352f_face.jpg,0.9228200912475586,79,26,167,152
5537,ESTP,ESTP/1861_5cc1589b91.jpg,train/ESTP/1861_5cc1589b91_face.jpg,0.8730553984642029,174,116,277,255
5538,ESTP,ESTP/1861_63417c51bd.jpg,train/ESTP/1861_63417c51bd_face.jpg,0.9060521721839905,310,93,664,594
5539,ESTP,ESTP/1861_a3d9e2f254.jpg,train/ESTP/1861_a3d9e2f254_face.jpg,0.9060066938400269,102,72,267,285
5540,ESTP,ESTP/18648_046f827f76.jpg,train/ESTP/18648_046f827f76_face.jpg,0.8967872262001038,593,422,1504,1582
5541,ESTP,ESTP/18648_7e331089c2.jpg,train/ESTP/18648_7e331089c2_face.jpg,0.9021323919296265,193,149,508,518
5542,ESTP,ESTP/18648_b491ed934c.jpg,train/ESTP/18648_b491ed934c_face.jpg,0.9102575778961182,190,222,577,697
5543,ESTP,ESTP/18648_dcf32d16a1.jpg,train/ESTP/18648_dcf32d16a1_face.jpg,0.8885628581047058,40,28,100,106
5544,ESTP,ESTP/19305_14139d2284.jpg,val/ESTP/19305_14139d2284_face.jpg,0.9026415348052979,268,130,553,507
5545,ESTP,ESTP/19305_19254c1257.jpg,val/ESTP/19305_19254c1257_face.jpg,0.8989702463150024,186,113,318,301
5546,ESTP,ESTP/19305_99cd6a9934.jpg,val/ESTP/19305_99cd6a9934_face.jpg,0.901236355304718,78,48,133,127
5547,ESTP,ESTP/19305_e351493076.jpg,val/ESTP/19305_e351493076_face.jpg,0.9021294713020325,87,103,264,359
5548,ESTP,ESTP/193893_8c5e128a1c.jpg,train/ESTP/193893_8c5e128a1c_face.jpg,0.8901102542877197,72,47,126,109
5549,ESTP,ESTP/193893_a00e8e6f93.jpg,train/ESTP/193893_a00e8e6f93_face.jpg,0.8917206525802612,556,185,794,473
5550,ESTP,ESTP/193893_e861947499.jpg,train/ESTP/193893_e861947499_face.jpg,0.9150829315185547,373,86,612,450
5551,ESTP,ESTP/193893_f149d078c6.jpg,train/ESTP/193893_f149d078c6_face.jpg,0.9078154563903809,98,23,161,118
5552,ESTP,ESTP/19422_8dc3b6f38e.jpg,train/ESTP/19422_8dc3b6f38e_face.jpg,0.8916398882865906,60,66,140,181
5553,ESTP,ESTP/19422_d082033cfe.jpg,train/ESTP/19422_d082033cfe_face.jpg,0.8776781558990479,72,88,112,137
5554,ESTP,ESTP/19422_e74734a5dd.jpg,train/ESTP/19422_e74734a5dd_face.jpg,0.9076613783836365,322,273,718,792
5555,ESTP,ESTP/195197_16db61d545.jpg,train/ESTP/195197_16db61d545_face.jpg,0.9089651107788086,42,12,140,143
5556,ESTP,ESTP/195197_3d8c9510b6.jpg,train/ESTP/195197_3d8c9510b6_face.jpg,0.83719402551651,42,93,130,189
5557,ESTP,ESTP/195197_b928257c7f.jpg,train/ESTP/195197_b928257c7f_face.jpg,0.8487160205841064,312,738,978,1424
5558,ESTP,ESTP/195197_c767c919c0.jpg,train/ESTP/195197_c767c919c0_face.jpg,0.8824282884597778,79,50,132,112
5559,ESTP,ESTP/198041_006230d6ed.jpg,train/ESTP/198041_006230d6ed_face.jpg,0.8817337155342102,222,96,376,286
5560,ESTP,ESTP/198041_15b77da947.jpg,train/ESTP/198041_15b77da947_face.jpg,0.8967607617378235,95,38,166,124
5561,ESTP,ESTP/198041_41c13761b6.jpg,train/ESTP/198041_41c13761b6_face.jpg,0.8791088461875916,130,54,219,169
5562,ESTP,ESTP/198041_a62202422b.jpg,train/ESTP/198041_a62202422b_face.jpg,0.8636763095855713,81,22,133,85
5563,ESTP,ESTP/199438_912ba59af0.jpg,train/ESTP/199438_912ba59af0_face.jpg,0.8787626028060913,55,13,102,82
5564,ESTP,ESTP/199438_a34aa29680.jpg,train/ESTP/199438_a34aa29680_face.jpg,0.9168955683708191,166,38,289,220
5565,ESTP,ESTP/199438_baf192d4d5.jpg,train/ESTP/199438_baf192d4d5_face.jpg,0.8913618326187134,180,41,337,271
5566,ESTP,ESTP/199438_d1691bfdef.jpg,train/ESTP/199438_d1691bfdef_face.jpg,0.9155709743499756,365,72,604,428
5567,ESTP,ESTP/20287_152c426a53.jpg,test/ESTP/20287_152c426a53_face.jpg,0.9119235873222351,58,42,150,174
5568,ESTP,ESTP/20287_5e112055c5.jpg,test/ESTP/20287_5e112055c5_face.jpg,0.874480664730072,30,0,287,307
5569,ESTP,ESTP/20287_be49df96ac.jpg,test/ESTP/20287_be49df96ac_face.jpg,0.8933553695678711,146,126,660,791
5570,ESTP,ESTP/20287_dba215604f.jpg,test/ESTP/20287_dba215604f_face.jpg,0.8929439187049866,21,0,180,191
5571,ESTP,ESTP/20434_67cb0fbd04.jpg,test/ESTP/20434_67cb0fbd04_face.jpg,0.9131343960762024,180,5,770,775
5572,ESTP,ESTP/20434_8e59730ba4.jpg,test/ESTP/20434_8e59730ba4_face.jpg,0.8998331427574158,245,179,575,608
5573,ESTP,ESTP/20434_a4309b15d6.jpg,test/ESTP/20434_a4309b15d6_face.jpg,0.8944940567016602,68,47,158,165
5574,ESTP,ESTP/20434_a560576ae9.jpg,test/ESTP/20434_a560576ae9_face.jpg,0.9038585424423218,187,91,511,501
5575,ESTP,ESTP/20437_140de003dd.jpg,train/ESTP/20437_140de003dd_face.jpg,0.8997608423233032,72,20,128,102
5576,ESTP,ESTP/20437_9e01bdb3d1.jpg,train/ESTP/20437_9e01bdb3d1_face.jpg,0.9111582040786743,105,51,229,229
5577,ESTP,ESTP/20437_cc5c24f94b.jpg,train/ESTP/20437_cc5c24f94b_face.jpg,0.9110441207885742,253,194,728,877
5578,ESTP,ESTP/20614_3905dec90e.jpg,train/ESTP/20614_3905dec90e_face.jpg,0.8806614875793457,120,38,165,95
5579,ESTP,ESTP/20614_aeac219cb0.jpg,train/ESTP/20614_aeac219cb0_face.jpg,0.8916386961936951,296,91,409,234
5580,ESTP,ESTP/20614_cd60f885b0.jpg,train/ESTP/20614_cd60f885b0_face.jpg,0.8996602892875671,783,680,1494,1672
5581,ESTP,ESTP/20614_d96cbe5340.jpg,train/ESTP/20614_d96cbe5340_face.jpg,0.8898425698280334,96,27,177,139
5582,ESTP,ESTP/20849_10d0df4f5c.jpg,val/ESTP/20849_10d0df4f5c_face.jpg,0.9058787226676941,316,144,563,475
5583,ESTP,ESTP/20849_1a7a25e444.jpg,val/ESTP/20849_1a7a25e444_face.jpg,0.9023804664611816,127,119,277,326
5584,ESTP,ESTP/20849_75ae781f52.jpg,val/ESTP/20849_75ae781f52_face.jpg,0.8988871574401855,79,35,141,119
5585,ESTP,ESTP/20849_f67b08f4a7.jpg,val/ESTP/20849_f67b08f4a7_face.jpg,0.8977411389350891,298,74,425,264
5586,ESTP,ESTP/211788_0708e09003.jpg,test/ESTP/211788_0708e09003_face.jpg,0.8868871331214905,223,73,433,331
5587,ESTP,ESTP/211788_5db26049ad.jpg,test/ESTP/211788_5db26049ad_face.jpg,0.8879405856132507,374,267,976,997
5588,ESTP,ESTP/211788_7b42c6a4c4.jpg,test/ESTP/211788_7b42c6a4c4_face.jpg,0.8849214911460876,50,34,128,133
5589,ESTP,ESTP/211788_8f8bd123d1.jpg,test/ESTP/211788_8f8bd123d1_face.jpg,0.9003906846046448,322,308,872,1098
5590,ESTP,ESTP/214683_03d626b9db.jpg,train/ESTP/214683_03d626b9db_face.jpg,0.9006599187850952,427,81,752,563
5591,ESTP,ESTP/214683_4cd383f8b1.jpg,train/ESTP/214683_4cd383f8b1_face.jpg,0.8718236684799194,11,5,76,102
5592,ESTP,ESTP/214683_515b2bc9f8.jpg,train/ESTP/214683_515b2bc9f8_face.jpg,0.8739835023880005,41,7,156,181
5593,ESTP,ESTP/214683_ae8da30c3f.jpg,train/ESTP/214683_ae8da30c3f_face.jpg,0.8793415427207947,124,21,506,598
5594,ESTP,ESTP/21598_11eef5d4e2.jpg,train/ESTP/21598_11eef5d4e2_face.jpg,0.9007077217102051,66,45,132,132
5595,ESTP,ESTP/21598_398edf9784.jpg,train/ESTP/21598_398edf9784_face.jpg,0.925570547580719,117,24,392,385
5596,ESTP,ESTP/21598_e8b15f9502.jpg,train/ESTP/21598_e8b15f9502_face.jpg,0.9205673336982727,45,10,151,148
5597,ESTP,ESTP/21598_f7bcf2fc29.jpg,train/ESTP/21598_f7bcf2fc29_face.jpg,0.8991413712501526,223,73,375,283
5598,ESTP,ESTP/2188_615827dbe3.jpg,train/ESTP/2188_615827dbe3_face.jpg,0.8423086404800415,464,774,561,909
5599,ESTP,ESTP/2188_a2b114b36e.jpg,train/ESTP/2188_a2b114b36e_face.jpg,0.8994041085243225,315,147,654,607
5600,ESTP,ESTP/2188_b4b9c093e3.jpg,train/ESTP/2188_b4b9c093e3_face.jpg,0.8857775330543518,398,329,1113,1285
5601,ESTP,ESTP/2188_e4a81d222c.jpg,train/ESTP/2188_e4a81d222c_face.jpg,0.8960624933242798,53,48,148,168
5602,ESTP,ESTP/22503_360172e6d6.jpg,train/ESTP/22503_360172e6d6_face.jpg,0.9001709222793579,351,252,865,971
5603,ESTP,ESTP/22503_57a1e82cb8.jpg,train/ESTP/22503_57a1e82cb8_face.jpg,0.8968358635902405,269,221,729,865
5604,ESTP,ESTP/22503_8c34ea644c.jpg,train/ESTP/22503_8c34ea644c_face.jpg,0.8955012559890747,51,38,138,165
5605,ESTP,ESTP/22503_d954756f32.jpg,train/ESTP/22503_d954756f32_face.jpg,0.8888058066368103,282,88,398,244
5606,ESTP,ESTP/2289_1ed2dea959.jpg,train/ESTP/2289_1ed2dea959_face.jpg,0.9150277972221375,228,254,736,932
5607,ESTP,ESTP/2289_be41e21fbc.jpg,train/ESTP/2289_be41e21fbc_face.jpg,0.9039516448974609,152,122,272,284
5608,ESTP,ESTP/2289_cacde46ad8.jpg,train/ESTP/2289_cacde46ad8_face.jpg,0.9017834663391113,43,49,141,177
5609,ESTP,ESTP/2289_ee3cdbcbae.jpg,train/ESTP/2289_ee3cdbcbae_face.jpg,0.911098301410675,106,219,316,498
5610,ESTP,ESTP/229122_cfa54a917b.jpg,train/ESTP/229122_cfa54a917b_face.jpg,0.8935179114341736,91,16,147,89
5611,ESTP,ESTP/229122_e620d943de.jpg,train/ESTP/229122_e620d943de_face.jpg,0.8934195041656494,21,39,100,137
5612,ESTP,ESTP/229122_f047674623.jpg,train/ESTP/229122_f047674623_face.jpg,0.8567395210266113,163,155,408,530
5613,ESTP,ESTP/239155_0a7191918b.jpg,train/ESTP/239155_0a7191918b_face.jpg,0.8988146185874939,215,80,362,318
5614,ESTP,ESTP/239155_6f47e84595.jpg,train/ESTP/239155_6f47e84595_face.jpg,0.891059398651123,462,123,687,449
5615,ESTP,ESTP/239155_8012ac00dc.jpg,train/ESTP/239155_8012ac00dc_face.jpg,0.8872469663619995,245,48,364,205
5616,ESTP,ESTP/239155_cc2832053f.jpg,train/ESTP/239155_cc2832053f_face.jpg,0.8757756948471069,92,35,156,134
5617,ESTP,ESTP/240838_1465182a56.jpg,val/ESTP/240838_1465182a56_face.jpg,0.8970393538475037,125,78,317,341
5618,ESTP,ESTP/240838_2703923b74.jpg,val/ESTP/240838_2703923b74_face.jpg,0.8785540461540222,79,43,129,113
5619,ESTP,ESTP/240838_a672dca132.jpg,val/ESTP/240838_a672dca132_face.jpg,0.8697474598884583,111,34,151,87
5620,ESTP,ESTP/240838_df6c9456db.jpg,val/ESTP/240838_df6c9456db_face.jpg,0.8892746567726135,331,97,453,263
5621,ESTP,ESTP/24454_04e99e1c9a.jpg,train/ESTP/24454_04e99e1c9a_face.jpg,0.9059815406799316,123,121,337,411
5622,ESTP,ESTP/24454_18dca5ba04.jpg,train/ESTP/24454_18dca5ba04_face.jpg,0.9134494066238403,158,131,465,524
5623,ESTP,ESTP/24454_832468aa86.jpg,train/ESTP/24454_832468aa86_face.jpg,0.9213569760322571,58,46,171,191
5624,ESTP,ESTP/24454_aab2c21fca.jpg,train/ESTP/24454_aab2c21fca_face.jpg,0.9112933874130249,471,200,873,745
5625,ESTP,ESTP/24685_165f4f68e1.jpg,train/ESTP/24685_165f4f68e1_face.jpg,0.9075812101364136,45,61,144,198
5626,ESTP,ESTP/24685_2cc03c19b6.jpg,train/ESTP/24685_2cc03c19b6_face.jpg,0.9120455384254456,57,79,185,254
5627,ESTP,ESTP/24685_9e62e3898e.jpg,train/ESTP/24685_9e62e3898e_face.jpg,0.9214403033256531,73,102,288,378
5628,ESTP,ESTP/24685_d9e4eb7f7b.jpg,train/ESTP/24685_d9e4eb7f7b_face.jpg,0.9226484298706055,295,73,522,377
5629,ESTP,ESTP/24813_0165b596d8.jpg,train/ESTP/24813_0165b596d8_face.jpg,0.9023718237876892,252,344,733,889
5630,ESTP,ESTP/24813_79df5661b7.jpg,train/ESTP/24813_79df5661b7_face.jpg,0.9013944268226624,958,813,1860,1946
5631,ESTP,ESTP/24813_be85f4257d.jpg,train/ESTP/24813_be85f4257d_face.jpg,0.8864132165908813,202,233,330,415
5632,ESTP,ESTP/24813_e0d2a871ed.jpg,train/ESTP/24813_e0d2a871ed_face.jpg,0.8820814490318298,70,81,113,143
5633,ESTP,ESTP/24934_12827ef05a.jpg,val/ESTP/24934_12827ef05a_face.jpg,0.9090587496757507,137,222,612,858
5634,ESTP,ESTP/24934_953eab89da.jpg,val/ESTP/24934_953eab89da_face.jpg,0.8953279852867126,229,326,653,926
5635,ESTP,ESTP/24934_ad7268001d.jpg,val/ESTP/24934_ad7268001d_face.jpg,0.8978521227836609,51,73,145,206
5636,ESTP,ESTP/24934_cd06d1226e.jpg,val/ESTP/24934_cd06d1226e_face.jpg,0.8982685208320618,240,240,570,680
5637,ESTP,ESTP/24935_21706793d2.jpg,train/ESTP/24935_21706793d2_face.jpg,0.8807314038276672,154,14,192,68
5638,ESTP,ESTP/24935_7bb78c9694.jpg,train/ESTP/24935_7bb78c9694_face.jpg,0.8911167979240417,841,74,1051,375
5639,ESTP,ESTP/24935_99d419e711.jpg,train/ESTP/24935_99d419e711_face.jpg,0.8641371726989746,80,50,133,128
5640,ESTP,ESTP/24935_abd4ced39f.jpg,train/ESTP/24935_abd4ced39f_face.jpg,0.8969727158546448,1060,186,1498,818
5641,ESTP,ESTP/24936_02953fb29e.jpg,train/ESTP/24936_02953fb29e_face.jpg,0.9042268395423889,341,204,705,689
5642,ESTP,ESTP/24936_a175d9a171.jpg,train/ESTP/24936_a175d9a171_face.jpg,0.8968614339828491,53,33,150,169
5643,ESTP,ESTP/24936_ab4c009c9c.jpg,train/ESTP/24936_ab4c009c9c_face.jpg,0.7828522324562073,250,101,510,459
5644,ESTP,ESTP/25003_23a3d01eda.jpg,train/ESTP/25003_23a3d01eda_face.jpg,0.9064357876777649,60,47,131,136
5645,ESTP,ESTP/25003_31eeb3c1e5.jpg,train/ESTP/25003_31eeb3c1e5_face.jpg,0.8925961852073669,167,57,255,193
5646,ESTP,ESTP/25003_37543ffff9.jpg,train/ESTP/25003_37543ffff9_face.jpg,0.8863452672958374,168,49,243,151
5647,ESTP,ESTP/25003_8e1e7e099d.jpg,train/ESTP/25003_8e1e7e099d_face.jpg,0.9096656441688538,126,100,274,285
5648,ESTP,ESTP/25381_5fd5776b0f.jpg,train/ESTP/25381_5fd5776b0f_face.jpg,0.9095490574836731,217,64,437,376
5649,ESTP,ESTP/25381_686abfe474.jpg,train/ESTP/25381_686abfe474_face.jpg,0.8880709409713745,106,27,159,104
5650,ESTP,ESTP/25381_814e067723.jpg,train/ESTP/25381_814e067723_face.jpg,0.9132966995239258,236,4,763,742
5651,ESTP,ESTP/25381_f1ab68ec9a.jpg,train/ESTP/25381_f1ab68ec9a_face.jpg,0.9019404649734497,516,129,775,508
5652,ESTP,ESTP/26714_3080f10ca6.jpg,train/ESTP/26714_3080f10ca6_face.jpg,0.9113689661026001,344,190,751,770
5653,ESTP,ESTP/26714_635fc856ed.jpg,train/ESTP/26714_635fc856ed_face.jpg,0.8727855086326599,268,333,535,699
5654,ESTP,ESTP/26714_a4c4f617f0.jpg,train/ESTP/26714_a4c4f617f0_face.jpg,0.8463567495346069,195,351,556,807
5655,ESTP,ESTP/26714_bef45b01c5.jpg,train/ESTP/26714_bef45b01c5_face.jpg,0.906154453754425,61,33,131,134
5656,ESTP,ESTP/26956_3b334c5c0b.jpg,val/ESTP/26956_3b334c5c0b_face.jpg,0.8675862550735474,80,49,135,124
5657,ESTP,ESTP/26956_890d1fb6ac.jpg,val/ESTP/26956_890d1fb6ac_face.jpg,0.8759062886238098,84,85,134,158
5658,ESTP,ESTP/2704_37646c977b.jpg,train/ESTP/2704_37646c977b_face.jpg,0.8738922476768494,228,92,323,224
5659,ESTP,ESTP/2704_425d0b1259.jpg,train/ESTP/2704_425d0b1259_face.jpg,0.8797255754470825,99,99,290,364
5660,ESTP,ESTP/2704_4f5db2a504.jpg,train/ESTP/2704_4f5db2a504_face.jpg,0.8776599764823914,146,145,1055,1366
5661,ESTP,ESTP/2704_57cfa8240c.jpg,train/ESTP/2704_57cfa8240c_face.jpg,0.8700671792030334,37,35,106,133
5662,ESTP,ESTP/273970_1537d1b59e.jpg,train/ESTP/273970_1537d1b59e_face.jpg,0.9124934673309326,28,45,119,155
5663,ESTP,ESTP/273970_1c70bdc6fa.jpg,train/ESTP/273970_1c70bdc6fa_face.jpg,0.8654448390007019,194,76,274,202
5664,ESTP,ESTP/273970_22749228dd.jpg,train/ESTP/273970_22749228dd_face.jpg,0.8500725626945496,86,33,121,89
5665,ESTP,ESTP/273970_d7727d8407.jpg,train/ESTP/273970_d7727d8407_face.jpg,0.8806335926055908,151,63,247,197
5666,ESTP,ESTP/276609_41715b8fc5.jpg,val/ESTP/276609_41715b8fc5_face.jpg,0.8829371929168701,82,17,128,82
5667,ESTP,ESTP/276609_539288c45c.jpg,val/ESTP/276609_539288c45c_face.jpg,0.9048572182655334,57,38,146,176
5668,ESTP,ESTP/280018_24d1ab7015.jpg,train/ESTP/280018_24d1ab7015_face.jpg,0.8805201649665833,94,91,167,198
5669,ESTP,ESTP/280018_2c639104c4.jpg,train/ESTP/280018_2c639104c4_face.jpg,0.9049955010414124,373,176,709,628
5670,ESTP,ESTP/280018_bb587096e7.jpg,train/ESTP/280018_bb587096e7_face.jpg,0.8944787979125977,33,79,99,174
5671,ESTP,ESTP/282720_0e883e6e91.jpg,train/ESTP/282720_0e883e6e91_face.jpg,0.903195321559906,62,39,176,192
5672,ESTP,ESTP/282720_4148ad8741.jpg,train/ESTP/282720_4148ad8741_face.jpg,0.8955167531967163,50,30,123,125
5673,ESTP,ESTP/282720_d37c2200f0.jpg,train/ESTP/282720_d37c2200f0_face.jpg,0.9117956757545471,86,52,213,219
5674,ESTP,ESTP/282720_e7d087181d.jpg,train/ESTP/282720_e7d087181d_face.jpg,0.9005310535430908,463,274,796,713
5675,ESTP,ESTP/282737_59ceb2f98d.jpg,test/ESTP/282737_59ceb2f98d_face.jpg,0.9306973814964294,339,123,832,828
5676,ESTP,ESTP/282737_76b9bca14a.jpg,test/ESTP/282737_76b9bca14a_face.jpg,0.9028081297874451,46,62,138,187
5677,ESTP,ESTP/282737_8a5bedf11c.jpg,test/ESTP/282737_8a5bedf11c_face.jpg,0.8996084928512573,58,78,176,240
5678,ESTP,ESTP/282737_8cde52f4a9.jpg,test/ESTP/282737_8cde52f4a9_face.jpg,0.9018774032592773,135,8,298,221
5679,ESTP,ESTP/28433_0b85533bdf.jpg,train/ESTP/28433_0b85533bdf_face.jpg,0.9309148788452148,41,0,153,130
5680,ESTP,ESTP/28433_1122da918a.jpg,train/ESTP/28433_1122da918a_face.jpg,0.924141526222229,49,61,158,212
5681,ESTP,ESTP/28433_d421085ea1.jpg,train/ESTP/28433_d421085ea1_face.jpg,0.8849561214447021,344,173,640,538
5682,ESTP,ESTP/28433_e61c9d2e3e.jpg,train/ESTP/28433_e61c9d2e3e_face.jpg,0.9227916598320007,72,89,232,311
5683,ESTP,ESTP/28677_047658bdf2.jpg,val/ESTP/28677_047658bdf2_face.jpg,0.9032577276229858,321,394,915,1106
5684,ESTP,ESTP/28677_17aa936a54.jpg,val/ESTP/28677_17aa936a54_face.jpg,0.8958037495613098,53,57,146,176
5685,ESTP,ESTP/28677_381324127a.jpg,val/ESTP/28677_381324127a_face.jpg,0.8805431723594666,301,99,692,529
5686,ESTP,ESTP/28677_c7f20f29ca.jpg,val/ESTP/28677_c7f20f29ca_face.jpg,0.8914923667907715,169,174,468,562
5687,ESTP,ESTP/29246_3762e7450c.jpg,train/ESTP/29246_3762e7450c_face.jpg,0.8601627945899963,216,240,379,467
5688,ESTP,ESTP/29246_845edcd03e.jpg,train/ESTP/29246_845edcd03e_face.jpg,0.9012153744697571,155,84,307,296
5689,ESTP,ESTP/29246_a7c0a6b898.jpg,train/ESTP/29246_a7c0a6b898_face.jpg,0.9076923727989197,88,37,151,123
5690,ESTP,ESTP/29246_d49a0ac481.jpg,train/ESTP/29246_d49a0ac481_face.jpg,0.9077931642532349,346,146,593,485
5691,ESTP,ESTP/29442_8ce5427688.jpg,train/ESTP/29442_8ce5427688_face.jpg,0.9087642431259155,227,272,812,1077
5692,ESTP,ESTP/29442_9c3a786ce9.jpg,train/ESTP/29442_9c3a786ce9_face.jpg,0.9020907878875732,55,34,142,158
5693,ESTP,ESTP/29442_ffcfc25321.jpg,train/ESTP/29442_ffcfc25321_face.jpg,0.8984238505363464,108,94,312,365
5694,ESTP,ESTP/29784_017cd8b5c5.jpg,train/ESTP/29784_017cd8b5c5_face.jpg,0.9140389561653137,136,54,236,192
5695,ESTP,ESTP/29784_818f65bb0f.jpg,train/ESTP/29784_818f65bb0f_face.jpg,0.9017779231071472,225,155,476,490
5696,ESTP,ESTP/29784_96f2ef7fca.jpg,train/ESTP/29784_96f2ef7fca_face.jpg,0.8954885601997375,52,36,111,113
5697,ESTP,ESTP/29784_a4b695aa60.jpg,train/ESTP/29784_a4b695aa60_face.jpg,0.8997132778167725,728,183,1168,754
5698,ESTP,ESTP/298383_65f395d445.jpg,val/ESTP/298383_65f395d445_face.jpg,0.8571149706840515,85,110,141,176
5699,ESTP,ESTP/298383_6a9a5a2e1e.jpg,val/ESTP/298383_6a9a5a2e1e_face.jpg,0.8765915632247925,495,105,792,530
5700,ESTP,ESTP/298383_8bb6b9a030.jpg,val/ESTP/298383_8bb6b9a030_face.jpg,0.8576902747154236,100,25,161,108
5701,ESTP,ESTP/298383_fa002b09a8.jpg,val/ESTP/298383_fa002b09a8_face.jpg,0.8888643980026245,94,29,144,100
5702,ESTP,ESTP/29860_17139f5990.jpg,train/ESTP/29860_17139f5990_face.jpg,0.8660948872566223,136,180,375,446
5703,ESTP,ESTP/29860_3060884a42.jpg,train/ESTP/29860_3060884a42_face.jpg,0.8956429362297058,208,131,336,296
5704,ESTP,ESTP/29860_61ea910eda.jpg,train/ESTP/29860_61ea910eda_face.jpg,0.881754994392395,148,124,257,263
5705,ESTP,ESTP/29860_a25f362aa1.jpg,train/ESTP/29860_a25f362aa1_face.jpg,0.8490110039710999,59,72,163,188
5706,ESTP,ESTP/30199_27d2df9b06.jpg,train/ESTP/30199_27d2df9b06_face.jpg,0.9122247695922852,344,44,572,405
5707,ESTP,ESTP/30199_779d32478f.jpg,train/ESTP/30199_779d32478f_face.jpg,0.8935142755508423,397,123,530,323
5708,ESTP,ESTP/30199_7a2d26d63f.jpg,train/ESTP/30199_7a2d26d63f_face.jpg,0.862592875957489,352,58,514,313
5709,ESTP,ESTP/30199_c5c345f30f.jpg,train/ESTP/30199_c5c345f30f_face.jpg,0.8816817998886108,137,42,184,112
5710,ESTP,ESTP/3068_5b10641f97.jpg,train/ESTP/3068_5b10641f97_face.jpg,0.8924359679222107,101,54,223,227
5711,ESTP,ESTP/3068_61529334ef.jpg,train/ESTP/3068_61529334ef_face.jpg,0.901242196559906,193,84,358,308
5712,ESTP,ESTP/3068_ac8ca75252.jpg,train/ESTP/3068_ac8ca75252_face.jpg,0.8902482390403748,50,51,141,176
5713,ESTP,ESTP/3068_d05685ce9f.jpg,train/ESTP/3068_d05685ce9f_face.jpg,0.894934892654419,493,497,1410,1760
5714,ESTP,ESTP/30987_871fc8ed34.jpg,train/ESTP/30987_871fc8ed34_face.jpg,0.9083128571510315,168,140,380,435
5715,ESTP,ESTP/30987_b9aa8beea7.jpg,train/ESTP/30987_b9aa8beea7_face.jpg,0.9094565510749817,455,327,910,961
5716,ESTP,ESTP/30987_ba954a2eda.jpg,train/ESTP/30987_ba954a2eda_face.jpg,0.8862762451171875,991,687,1508,1421
5717,ESTP,ESTP/30987_bad4913a38.jpg,train/ESTP/30987_bad4913a38_face.jpg,0.8989591598510742,42,35,94,108
5718,ESTP,ESTP/311_0b449b58ce.jpg,train/ESTP/311_0b449b58ce_face.jpg,0.8460925221443176,293,331,399,480
5719,ESTP,ESTP/311_52e5ba4ce1.jpg,train/ESTP/311_52e5ba4ce1_face.jpg,0.874405026435852,409,291,644,615
